Date,Open,High,Low,Close
26-February-2013,7351.10,7351.10,7237.30,7248.08,
27-February-2013,7275.51,7322.64,7230.52,7300.19,
28-February-2013,7341.48,7362.01,7138.74,7163.69,
1-March-2013,7175.22,7217.69,7153.72,7188.55,
4-March-2013,7183.23,7183.23,7113.39,7139.63,
5-March-2013,7166.83,7255.98,7166.83,7250.28,
6-March-2013,7286.64,7321.12,7280.24,7302.59,
7-March-2013,7296.94,7365.77,7291.38,7353.31,
8-March-2013,7377.40,7450.54,7377.40,7444.69,
11-March-2013,7449.96,7478.62,7431.27,7442.65,
12-March-2013,7454.62,7462.51,7386.29,7407.21,
13-March-2013,7387.67,7387.67,7315.95,7324.26,
14-March-2013,7326.74,7398.50,7255.12,7391.39,
15-March-2013,7393.30,7437.97,7338.87,7347.30,
18-March-2013,7296.16,7319.61,7281.10,7300.54,
19-March-2013,7321.86,7330.35,7173.30,7185.87,
20-March-2013,7186.71,7189.40,7087.64,7104.52,
21-March-2013,7124.49,7167.53,7036.68,7048.45,
22-March-2013,7050.63,7074.25,7002.63,7031.75,
25-March-2013,7088.83,7110.22,6997.12,7010.02,
26-March-2013,6992.82,7024.38,6986.88,7012.77,
28-March-2013,7011.16,7098.79,6976.75,7084.96,
1-April-2013,7105.97,7138.60,7088.95,7123.95,
2-April-2013,7126.95,7200.93,7119.04,7198.20,
3-April-2013,7190.09,7211.23,7090.89,7116.05,
4-April-2013,7083.23,7083.23,6985.34,6994.60,
5-April-2013,6988.30,7008.47,6957.09,6975.85,
8-April-2013,6977.80,7003.65,6962.72,6968.26,
9-April-2013,6999.09,7027.16,6891.74,6897.91,
10-April-2013,6937.78,6974.17,6872.16,6965.18,
11-April-2013,7015.97,7017.59,6949.09,6998.72,
12-April-2013,6913.43,6959.82,6912.07,6944.14,
15-April-2013,6928.48,7011.14,6916.04,6978.19,
16-April-2013,6969.53,7111.08,6969.14,7103.02,
17-April-2013,7125.14,7163.48,7088.30,7109.67,
18-April-2013,7104.79,7215.49,7104.79,7204.83,
22-April-2013,7218.07,7285.75,7217.46,7275.57,
23-April-2013,7283.98,7283.98,7224.16,7272.52,
25-April-2013,7301.16,7357.44,7298.99,7349.71,
26-April-2013,7344.54,7349.36,7288.56,7299.22,
29-April-2013,7310.23,7360.74,7303.64,7347.20,
30-April-2013,7399.46,7413.56,7309.99,7385.25,
2-May-2013,7374.61,7486.55,7374.61,7466.33,
3-May-2013,7462.40,7473.01,7401.07,7414.09,
6-May-2013,7423.43,7458.52,7405.35,7456.13,
7-May-2013,7471.57,7540.70,7471.57,7533.35,
8-May-2013,7558.53,7570.95,7517.23,7558.77,
9-May-2013,7579.05,7579.62,7523.33,7534.53,
10-May-2013,7535.73,7589.94,7535.21,7579.68,
11-May-2013,7579.31,7608.78,7574.70,7601.18,
13-May-2013,7595.49,7598.94,7450.16,7458.16,
14-May-2013,7466.57,7509.45,7447.21,7476.38,
15-May-2013,7509.98,7650.97,7509.98,7643.24,
16-May-2013,7638.02,7696.99,7634.37,7673.00,
17-May-2013,7689.83,7708.25,7647.33,7695.35,
20-May-2013,7710.42,7748.63,7649.35,7662.25,
21-May-2013,7661.48,7682.15,7597.91,7609.99,
22-May-2013,7632.92,7653.91,7554.45,7575.63,
23-May-2013,7538.14,7553.51,7407.61,7422.53,
24-May-2013,7454.06,7471.90,7383.79,7448.78,
27-May-2013,7462.76,7570.25,7446.24,7556.31,
28-May-2013,7565.41,7610.48,7538.40,7591.26,
29-May-2013,7604.13,7604.13,7540.76,7571.19,
30-May-2013,7558.44,7593.29,7544.45,7584.36,
31-May-2013,7569.99,7569.99,7432.78,7441.89,
3-June-2013,7463.18,7463.18,7376.48,7408.14,
4-June-2013,7410.56,7465.12,7386.54,7398.23,
5-June-2013,7388.67,7412.91,7362.34,7403.22,
6-June-2013,7372.42,7433.47,7346.20,7397.86,
7-June-2013,7390.82,7453.46,7342.21,7351.09,
10-June-2013,7392.58,7406.08,7299.24,7323.22,
11-June-2013,7301.50,7308.77,7195.18,7207.09,
12-June-2013,7189.52,7203.97,7139.54,7164.91,
13-June-2013,7100.35,7123.03,7064.71,7073.15,
14-June-2013,7127.37,7207.22,7126.43,7193.12,
17-June-2013,7212.07,7248.04,7151.69,7242.83,
18-June-2013,7241.67,7272.05,7209.40,7219.21,
19-June-2013,7216.05,7246.03,7195.43,7238.94,
20-June-2013,7147.20,7147.20,7039.71,7047.04,
21-June-2013,7031.82,7078.09,6991.10,7036.48,
24-June-2013,7003.97,7003.97,6892.27,6914.47,
25-June-2013,6928.24,6980.69,6868.43,6924.33,
26-June-2013,6944.66,6954.40,6887.95,6897.10,
27-June-2013,6964.11,7001.82,6939.00,6993.04,
28-June-2013,7078.31,7173.02,7071.98,7164.06,
1-July-2013,7166.52,7273.63,7166.52,7267.11,
2-July-2013,7262.87,7286.86,7224.72,7231.21,
3-July-2013,7182.84,7182.84,7104.73,7114.39,
4-July-2013,7150.65,7197.65,7128.79,7182.30,
5-July-2013,7238.14,7264.08,7200.18,7209.10,
8-July-2013,7174.51,7184.56,7114.88,7164.93,
9-July-2013,7197.31,7225.35,7191.63,7219.93,
10-July-2013,7236.40,7250.65,7162.88,7178.74,
11-July-2013,7254.53,7315.75,7254.53,7292.93,
12-July-2013,7355.65,7368.83,7309.31,7361.74,
15-July-2013,7352.62,7415.05,7345.41,7410.65,
16-July-2013,7295.95,7333.27,7280.06,7321.25,
17-July-2013,7346.72,7368.22,7277.90,7326.64,
18-July-2013,7341.10,7413.23,7331.08,7400.95,
19-July-2013,7430.93,7432.39,7371.95,7382.82,
22-July-2013,7365.11,7418.78,7361.65,7378.71,
23-July-2013,7412.24,7444.46,7411.65,7422.61,
24-July-2013,7369.71,7387.89,7284.19,7312.48,
25-July-2013,7292.11,7311.26,7212.84,7222.92,
26-July-2013,7254.17,7262.43,7155.44,7181.31,
29-July-2013,7174.62,7177.55,7103.27,7109.88,
30-July-2013,7119.96,7128.57,6991.87,6999.47,
31-July-2013,6985.09,6993.79,6888.21,6985.56,
1-August-2013,7027.92,7060.53,6895.78,6940.93,
2-August-2013,6972.61,6981.45,6843.61,6880.49,
5-August-2013,6892.35,6922.67,6859.47,6898.27,
6-August-2013,6868.95,6868.95,6703.01,6725.54,
7-August-2013,6734.00,6774.46,6679.27,6727.28,
8-August-2013,6732.39,6794.42,6721.41,6784.90,
12-August-2013,6831.81,6884.22,6783.15,6853.27,
13-August-2013,6846.19,6965.27,6829.29,6959.03,
14-August-2013,6979.25,7014.80,6961.16,7008.80,
16-August-2013,6966.12,6977.50,6730.48,6742.47,
19-August-2013,6718.97,6718.97,6575.12,6631.17,
20-August-2013,6556.70,6628.60,6516.56,6610.68,
21-August-2013,6720.70,6722.02,6468.41,6497.52,
22-August-2013,6462.66,6627.82,6445.28,6617.08,
23-August-2013,6641.24,6693.62,6594.51,6685.37,
26-August-2013,6722.81,6762.46,6683.04,6704.61,
27-August-2013,6650.33,6650.33,6486.71,6495.66,
28-August-2013,6430.56,6507.87,6301.27,6476.55,
29-August-2013,6532.38,6621.87,6499.14,6608.59,
30-August-2013,6599.43,6687.28,6567.54,6673.96,
2-September-2013,6700.73,6785.24,6700.73,6770.03,
3-September-2013,6807.68,6808.05,6539.15,6556.56,
4-September-2013,6570.85,6679.04,6541.26,6666.98,
5-September-2013,6784.66,6848.43,6781.51,6819.39,
6-September-2013,6855.82,6913.06,6800.23,6908.13,
10-September-2013,6989.39,7131.14,6989.39,7127.70,
11-September-2013,7112.80,7181.65,7085.29,7169.63,
12-September-2013,7189.16,7198.30,7064.73,7100.07,
13-September-2013,7082.88,7146.74,7082.88,7107.02,
16-September-2013,7191.66,7220.31,7049.31,7091.17,
17-September-2013,7083.00,7104.22,7049.55,7099.11,
18-September-2013,7118.96,7163.81,7093.67,7149.85,
19-September-2013,7310.68,7413.62,7304.86,7386.42,
20-September-2013,7378.09,7400.37,7191.86,7280.90,
23-September-2013,7218.70,7269.67,7141.13,7159.84,
24-September-2013,7131.72,7214.73,7128.64,7161.62,
25-September-2013,7177.72,7183.23,7079.75,7147.62,
26-September-2013,7155.51,7191.27,7139.85,7155.27,
27-September-2013,7172.76,7191.46,7104.36,7117.86,
30-September-2013,7089.90,7089.90,7005.01,7019.96,
1-October-2013,7040.23,7068.65,6978.73,7064.10,
3-October-2013,7105.01,7212.26,7096.10,7203.04,
4-October-2013,7190.51,7253.64,7184.92,7210.20,
7-October-2013,7199.27,7222.72,7142.03,7216.90,
8-October-2013,7295.56,7301.61,7226.68,7238.35,
9-October-2013,7202.05,7336.23,7193.78,7329.03,
10-October-2013,7328.44,7368.22,7315.05,7351.40,
11-October-2013,7433.23,7433.23,7383.55,7416.41,
14-October-2013,7425.13,7461.84,7414.56,7442.67,
15-October-2013,7480.97,7496.60,7376.99,7399.62,
17-October-2013,7413.41,7439.79,7349.04,7360.47,
18-October-2013,7394.47,7517.90,7394.47,7505.41,
21-October-2013,7528.29,7552.26,7501.06,7544.97,
22-October-2013,7539.25,7577.57,7535.77,7557.58,
23-October-2013,7576.98,7583.78,7469.97,7533.29,
24-October-2013,7548.12,7614.96,7500.10,7517.26,
25-October-2013,7503.21,7520.66,7470.69,7486.21,
28-October-2013,7502.70,7516.81,7422.72,7429.55,
29-October-2013,7437.59,7569.05,7406.92,7562.22,
30-October-2013,7581.63,7618.03,7568.84,7594.91,
31-October-2013,7588.43,7667.42,7586.88,7656.62,
1-November-2013,7663.98,7710.40,7660.41,7692.24,
3-November-2013,7735.36,7737.66,7714.13,7723.21,
5-November-2013,7693.53,7717.75,7644.79,7669.38,
6-November-2013,7679.97,7703.11,7626.98,7636.33,
7-November-2013,7645.67,7708.74,7571.89,7578.82,
8-November-2013,7560.65,7587.45,7515.65,7539.48,
11-November-2013,7498.27,7541.12,7458.28,7467.66,
12-November-2013,7482.12,7505.99,7390.99,7397.62,
13-November-2013,7386.12,7427.05,7348.20,7361.40,
14-November-2013,7427.26,7494.14,7427.26,7447.47,
18-November-2013,7515.37,7593.21,7515.37,7587.83,
19-November-2013,7599.09,7622.84,7578.57,7604.83,
20-November-2013,7593.19,7619.03,7511.26,7529.18,
21-November-2013,7496.62,7496.62,7373.86,7387.92,
22-November-2013,7433.02,7444.19,7360.50,7388.15,
25-November-2013,7442.90,7522.66,7442.90,7516.42,
26-November-2013,7512.54,7523.95,7449.14,7457.78,
27-November-2013,7474.94,7479.16,7427.17,7460.31,
28-November-2013,7500.90,7526.82,7481.08,7505.11,
29-November-2013,7524.35,7603.80,7524.35,7598.21,
2-December-2013,7609.06,7665.12,7609.06,7651.23,
3-December-2013,7638.33,7672.22,7628.58,7640.75,
4-December-2013,7628.31,7654.53,7582.57,7593.02,
5-December-2013,7708.10,7736.61,7659.52,7668.23,
6-December-2013,7665.68,7707.77,7660.23,7694.71,
9-December-2013,7849.59,7851.31,7780.59,7794.09,
10-December-2013,7790.26,7795.19,7729.05,7760.27,
11-December-2013,7740.40,7744.37,7697.04,7731.26,
12-December-2013,7698.31,7710.06,7654.11,7660.72,
13-December-2013,7625.79,7633.84,7566.41,7572.98,
16-December-2013,7578.96,7601.20,7558.21,7572.01,
17-December-2013,7609.71,7623.74,7559.39,7564.94,
18-December-2013,7561.95,7672.19,7561.95,7661.91,
19-December-2013,7706.75,7709.34,7600.06,7618.61,
20-December-2013,7640.44,7753.42,7629.94,7744.42,
23-December-2013,7754.12,7810.51,7754.12,7775.23,
24-December-2013,7790.59,7803.28,7759.51,7768.60,
26-December-2013,7785.50,7815.75,7768.76,7787.19,
27-December-2013,7807.19,7841.98,7807.19,7826.15,
30-December-2013,7859.02,7862.72,7788.30,7806.13,
31-December-2013,7832.96,7841.45,7804.06,7828.34,
1-January-2014,7850.35,7859.60,7834.49,7839.03,
2-January-2014,7850.99,7902.67,7713.33,7725.93,
3-January-2014,7691.30,7742.55,7676.44,7732.57,
6-January-2014,7745.82,7745.82,7700.64,7723.68,
7-January-2014,7745.70,7762.43,7671.96,7684.36,
8-January-2014,7709.07,7731.85,7688.83,7704.84,
9-January-2014,7718.77,7725.46,7662.58,7683.85,
10-January-2014,7694.59,7762.84,7651.22,7674.24,
13-January-2014,7710.63,7774.47,7710.63,7764.23,
14-January-2014,7758.61,7773.29,7724.41,7733.69,
15-January-2014,7763.36,7806.89,7762.39,7802.76,
16-January-2014,7831.73,7831.73,7773.96,7790.98,
17-January-2014,7779.70,7798.58,7697.66,7711.90,
20-January-2014,7721.42,7773.98,7696.60,7770.00,
21-January-2014,7788.25,7806.52,7767.09,7784.28,
22-January-2014,7783.67,7822.09,7760.56,7809.76,
23-January-2014,7799.24,7818.35,7787.77,7807.23,
24-January-2014,7766.61,7792.58,7699.72,7701.92,
27-January-2014,7611.09,7611.09,7522.64,7528.07,
28-January-2014,7534.41,7565.26,7480.70,7521.01,
29-January-2014,7557.50,7575.47,7508.83,7519.38,
30-January-2014,7458.85,7458.85,7401.20,7445.97,
31-January-2014,7465.75,7506.63,7453.90,7499.02,
3-February-2014,7481.75,7490.85,7397.29,7405.62,
4-February-2014,7333.98,7426.08,7320.93,7413.12,
5-February-2014,7427.04,7449.78,7381.79,7440.52,
6-February-2014,7456.31,7482.23,7391.61,7455.30,
7-February-2014,7498.86,7506.74,7455.97,7487.31,
10-February-2014,7507.01,7510.82,7467.38,7473.20,
11-February-2014,7496.12,7509.41,7477.96,7486.04,
12-February-2014,7519.12,7534.31,7495.63,7502.46,
13-February-2014,7513.65,7516.47,7397.27,7408.01,
14-February-2014,7439.36,7458.12,7382.47,7450.40,
17-February-2014,7471.90,7483.22,7441.66,7470.83,
18-February-2014,7472.47,7547.83,7466.08,7533.37,
19-February-2014,7542.28,7571.99,7536.82,7566.54,
20-February-2014,7539.71,7549.44,7509.96,7513.54,
21-February-2014,7538.10,7583.98,7538.10,7578.64,
24-February-2014,7573.90,7616.31,7566.43,7611.11,
25-February-2014,7639.05,7653.34,7608.30,7629.06,
26-February-2014,7637.24,7665.96,7635.29,7661.37,
28-February-2014,7674.54,7714.56,7674.54,7709.75,
3-March-2014,7704.83,7728.43,7648.69,7658.17,
4-March-2014,7665.72,7755.21,7665.54,7751.30,
5-March-2014,7785.76,7799.23,7747.38,7789.70,
6-March-2014,7814.08,7890.02,7813.61,7886.02,
7-March-2014,7908.08,8006.97,7908.08,7994.92,
10-March-2014,7970.87,8040.38,7970.39,8017.03,
11-March-2014,8024.52,8054.42,7967.92,7984.35,
12-March-2014,7976.58,8024.39,7963.07,7988.33,
13-March-2014,7976.32,8046.38,7938.36,7956.96,
14-March-2014,7910.77,7973.81,7887.07,7960.57,
18-March-2014,8001.34,8044.37,7975.39,7997.57,
19-March-2014,8017.60,8030.48,7992.98,8012.51,
20-March-2014,8000.84,8017.18,7959.42,7969.70,
21-March-2014,8003.68,8013.38,7986.11,7991.38,
22-March-2014,7996.30,8009.15,7992.80,8003.32,
24-March-2014,8036.05,8092.16,8036.05,8085.11,
25-March-2014,8054.92,8106.86,8054.92,8101.31,
26-March-2014,8136.33,8149.48,8091.93,8118.86,
27-March-2014,8137.13,8199.61,8128.40,8170.73,
28-March-2014,8204.74,8261.43,8195.97,8255.55,
31-March-2014,8285.03,8315.58,8239.26,8295.26,
1-April-2014,8318.52,8327.99,8259.32,8309.18,
2-April-2014,8350.24,8377.46,8333.76,8372.64,
3-April-2014,8386.62,8392.58,8304.91,8348.03,
4-April-2014,8356.04,8357.53,8309.89,8316.76,
7-April-2014,8319.61,8355.18,8259.00,8311.83,
9-April-2014,8329.33,8444.28,8329.20,8435.71,
10-April-2014,8444.81,8486.15,8430.29,8460.38,
11-April-2014,8435.61,8460.42,8410.29,8440.95,
15-April-2014,8470.78,8484.97,8368.19,8385.59,
16-April-2014,8389.68,8412.18,8298.95,8309.41,
17-April-2014,8331.19,8435.23,8330.75,8431.71,
21-April-2014,8442.77,8498.39,8441.60,8488.17,
22-April-2014,8495.73,8521.53,8476.53,8485.31,
23-April-2014,8497.73,8536.72,8491.50,8512.09,
25-April-2014,8521.66,8536.28,8442.52,8456.05,
28-April-2014,8465.69,8470.80,8427.03,8447.91,
29-April-2014,8460.91,8476.17,8385.41,8392.19,
30-April-2014,8408.28,8467.74,8288.52,8342.15,
2-May-2014,8369.45,8400.57,8342.97,8351.53,
5-May-2014,8359.42,8400.52,8345.85,8354.28,
6-May-2014,8377.01,8406.03,8356.86,8372.72,
7-May-2014,8376.36,8384.49,8302.40,8314.02,
8-May-2014,8337.13,8356.63,8296.19,8317.85,
9-May-2014,8329.58,8542.71,8312.15,8530.80,
12-May-2014,8545.86,8697.94,8542.17,8693.55,
13-May-2014,8753.53,8888.20,8753.49,8826.61,
14-May-2014,8837.78,8879.18,8813.16,8858.52,
15-May-2014,8865.66,8916.47,8812.11,8850.32,
16-May-2014,8975.69,9330.20,8887.97,8970.17,
19-May-2014,9040.53,9151.23,9011.09,9145.53,
20-May-2014,9213.23,9241.63,9141.05,9186.39,
21-May-2014,9207.02,9221.04,9123.68,9191.92,
22-May-2014,9242.94,9317.47,9226.25,9266.21,
23-May-2014,9322.83,9410.40,9314.89,9398.36,
26-May-2014,9473.64,9578.21,9207.59,9336.72,
27-May-2014,9346.80,9355.72,9201.42,9274.11,
28-May-2014,9295.76,9318.80,9260.82,9299.81,
29-May-2014,9301.50,9303.09,9187.82,9199.11,
30-May-2014,9225.44,9255.23,9184.65,9206.01,
2-June-2014,9254.33,9385.14,9233.01,9379.45,
3-June-2014,9406.00,9460.62,9369.29,9448.69,
4-June-2014,9473.18,9491.23,9449.19,9476.77,
5-June-2014,9497.29,9581.16,9438.75,9572.65,
6-June-2014,9636.50,9722.03,9626.44,9715.82,
9-June-2014,9774.45,9850.72,9774.40,9829.01,
10-June-2014,9873.02,9873.68,9717.63,9820.68,
11-June-2014,9820.68,9891.69,9730.11,9751.15,
12-June-2014,9786.42,9801.56,9712.75,9783.37,
13-June-2014,9817.83,9825.06,9579.83,9606.41,
16-June-2014,9609.97,9624.94,9503.64,9610.51,
17-June-2014,9617.13,9751.07,9596.87,9744.31,
18-June-2014,9764.39,9805.90,9599.25,9656.27,
19-June-2014,9690.03,9729.43,9584.53,9622.39,
20-June-2014,9637.25,9656.54,9563.28,9582.66,
23-June-2014,9595.36,9630.94,9527.54,9579.93,
24-June-2014,9609.22,9719.63,9609.22,9702.21,
25-June-2014,9722.99,9726.94,9690.81,9702.95,
26-June-2014,9686.40,9713.80,9615.13,9627.54,
27-June-2014,9653.21,9691.30,9613.64,9651.90,
30-June-2014,9682.01,9803.16,9681.73,9791.34,
1-July-2014,9816.18,9858.83,9816.05,9836.17,
2-July-2014,9886.38,9964.82,9886.36,9956.00,
3-July-2014,9974.68,10004.95,9932.46,9942.65,
4-July-2014,9955.77,9994.41,9886.66,9987.99,
7-July-2014,10019.17,10042.00,9994.68,10023.56,
8-July-2014,10046.99,10055.76,9723.56,9758.79,
9-July-2014,9765.04,9795.86,9638.74,9681.35,
10-July-2014,9706.69,9888.95,9534.74,9690.62,
11-July-2014,9727.34,9764.61,9491.02,9509.77,
14-July-2014,9529.46,9540.78,9460.05,9511.16,
15-July-2014,9546.52,9639.48,9534.87,9631.45,
16-July-2014,9668.92,9770.67,9650.14,9754.40,
17-July-2014,9760.80,9818.57,9751.58,9805.57,
18-July-2014,9797.57,9837.88,9735.07,9809.49,
21-July-2014,9852.80,9895.97,9824.99,9836.34,
22-July-2014,9865.61,9923.30,9862.51,9916.87,
23-July-2014,9949.76,9978.75,9875.37,9931.69,
24-July-2014,9941.67,9968.25,9907.53,9960.00,
25-July-2014,9965.69,9975.26,9822.65,9881.26,
28-July-2014,9899.98,9901.13,9809.23,9835.37,
30-July-2014,9841.45,9893.56,9789.31,9884.83,
31-July-2014,9893.51,9907.51,9822.07,9831.51,
1-August-2014,9777.94,9841.68,9694.19,9703.32,
4-August-2014,9749.89,9813.17,9741.37,9802.28,
5-August-2014,9829.97,9882.76,9760.76,9878.17,
6-August-2014,9872.61,9893.61,9782.94,9798.36,
7-August-2014,9800.90,9834.07,9747.79,9769.45,
8-August-2014,9705.57,9705.57,9606.24,9637.90,
11-August-2014,9688.82,9724.41,9680.06,9705.61,
12-August-2014,9755.17,9821.94,9744.05,9814.14,
13-August-2014,9810.47,9846.85,9725.31,9775.12,
14-August-2014,9787.97,9863.35,9787.45,9857.33,
18-August-2014,9865.67,9990.84,9855.45,9986.23,
19-August-2014,10017.12,10053.72,10013.85,10042.31,
20-August-2014,10067.32,10070.17,10019.98,10033.91,
21-August-2014,10039.55,10107.72,10023.15,10059.79,
22-August-2014,10080.19,10110.39,10066.54,10081.59,
25-August-2014,10101.45,10145.51,10040.59,10051.77,
26-August-2014,10029.63,10068.03,9985.07,10044.31,
27-August-2014,10080.36,10110.71,10060.98,10086.44,
28-August-2014,10108.67,10127.70,10078.83,10096.08,
1-September-2014,10127.42,10227.18,10126.92,10220.22,
2-September-2014,10233.37,10311.41,10232.79,10291.36,
3-September-2014,10330.54,10372.95,10313.10,10343.89,
4-September-2014,10344.73,10346.19,10261.60,10320.48,
5-September-2014,10335.99,10365.44,10278.45,10321.39,
8-September-2014,10364.58,10449.51,10364.58,10441.89,
9-September-2014,10450.59,10460.64,10408.10,10446.20,
10-September-2014,10435.02,10440.53,10372.14,10387.06,
11-September-2014,10421.66,10437.03,10363.61,10406.35,
12-September-2014,10426.05,10445.24,10397.23,10431.17,
15-September-2014,10413.08,10413.08,10347.83,10378.28,
16-September-2014,10391.91,10400.99,10165.65,10177.81,
17-September-2014,10228.71,10251.83,10160.68,10222.02,
18-September-2014,10224.68,10416.07,10187.79,10409.32,
19-September-2014,10425.54,10478.05,10385.76,10402.83,
22-September-2014,10379.88,10445.79,10344.88,10425.52,
23-September-2014,10441.18,10457.45,10242.30,10252.09,
24-September-2014,10269.15,10276.55,10135.46,10210.35,
25-September-2014,10230.92,10233.27,10024.12,10062.89,
26-September-2014,10050.43,10161.50,9972.19,10144.61,
29-September-2014,10170.14,10205.78,10127.93,10162.47,
30-September-2014,10168.20,10259.95,10125.67,10173.26,
1-October-2014,10189.01,10202.26,10138.84,10146.17,
7-October-2014,10132.31,10160.04,10024.17,10033.41,
8-October-2014,10025.08,10061.25,9986.60,10021.16,
9-October-2014,10067.89,10186.85,10067.78,10172.99,
10-October-2014,10138.17,10138.17,10028.72,10039.93,
13-October-2014,10035.87,10093.61,9972.24,10076.44,
14-October-2014,10118.24,10130.82,10022.95,10057.48,
16-October-2014,10033.59,10088.85,9853.35,9877.16,
17-October-2014,9873.23,9963.68,9840.84,9919.11,
20-October-2014,10030.66,10077.85,10015.28,10045.10,
21-October-2014,10083.55,10124.43,10054.57,10113.76,
22-October-2014,10176.83,10216.14,10176.59,10206.95,
23-October-2014,10253.35,10265.68,10243.59,10254.70,
27-October-2014,10286.69,10301.51,10205.71,10214.15,
28-October-2014,10225.25,10259.40,10212.94,10251.40,
29-October-2014,10288.30,10332.22,10282.82,10324.42,
30-October-2014,10332.47,10423.85,10325.16,10417.00,
31-October-2014,10448.72,10602.46,10448.72,10594.89,
3-November-2014,10628.58,10639.14,10585.96,10622.42,
5-November-2014,10643.50,10690.14,10625.09,10636.17,
7-November-2014,10641.63,10671.13,10583.35,10650.66,
10-November-2014,10671.07,10711.28,10621.55,10656.54,
11-November-2014,10675.78,10716.85,10645.60,10697.67,
12-November-2014,10717.64,10779.70,10717.12,10736.99,
13-November-2014,10758.38,10776.13,10659.78,10702.54,
14-November-2014,10708.56,10766.21,10700.98,10751.96,
17-November-2014,10749.74,10821.67,10727.13,10812.80,
18-November-2014,10824.81,10871.64,10810.83,10831.07,
19-November-2014,10845.52,10874.99,10739.55,10771.32,
20-November-2014,10797.03,10801.52,10724.41,10782.89,
21-November-2014,10803.55,10879.08,10792.60,10849.39,
24-November-2014,10882.07,10919.22,10867.88,10894.80,
25-November-2014,10902.04,10908.58,10737.69,10787.55,
26-November-2014,10780.23,10845.32,10767.11,10813.44,
27-November-2014,10817.55,10858.56,10807.08,10842.27,
28-November-2014,10865.28,10997.43,10864.05,10956.16,
1-December-2014,10978.89,11005.87,10921.76,10927.82,
2-December-2014,10916.32,10952.18,10875.64,10927.48,
3-December-2014,10941.95,11004.76,10938.74,10985.70,
4-December-2014,11037.02,11089.32,10980.78,11024.46,
5-December-2014,11038.69,11068.60,10973.15,10989.60,
8-December-2014,10987.10,11012.80,10860.55,10868.29,
9-December-2014,10871.04,10882.82,10714.87,10726.86,
10-December-2014,10708.36,10794.49,10707.70,10773.21,
11-December-2014,10768.99,10771.31,10667.22,10691.51,
12-December-2014,10706.09,10739.68,10581.59,10590.69,
15-December-2014,10529.04,10599.79,10513.24,10565.02,
16-December-2014,10522.97,10531.39,10320.68,10338.63,
17-December-2014,10322.58,10357.67,10154.40,10287.09,
18-December-2014,10400.82,10508.31,10394.71,10494.31,
19-December-2014,10549.37,10624.98,10545.57,10560.47,
22-December-2014,10592.00,10681.62,10574.72,10674.44,
23-December-2014,10684.20,10732.21,10594.46,10610.96,
24-December-2014,10622.29,10637.84,10518.27,10538.25,
26-December-2014,10546.46,10602.47,10505.75,10562.71,
29-December-2014,10579.71,10669.27,10579.66,10636.32,
30-December-2014,10662.61,10671.09,10622.32,10662.50,
31-December-2014,10654.19,10730.87,10651.47,10721.62,
1-January-2015,10720.05,10757.80,10697.79,10744.62,
2-January-2015,10752.12,10895.53,10752.06,10866.41,
5-January-2015,10894.60,10939.57,10836.45,10854.03,
6-January-2015,10812.48,10812.98,10521.55,10538.67,
7-January-2015,10539.01,10580.36,10457.44,10522.96,
8-January-2015,10609.89,10696.28,10609.89,10688.99,
9-January-2015,10737.32,10779.18,10648.66,10731.21,
12-January-2015,10756.82,10798.07,10699.89,10789.73,
13-January-2015,10805.59,10839.77,10728.86,10767.46,
14-January-2015,10774.03,10817.67,10705.43,10748.22,
15-January-2015,10902.12,11017.55,10879.30,10975.37,
16-January-2015,10970.48,11033.55,10939.52,11013.09,
19-January-2015,11053.71,11100.95,11053.36,11067.17,
20-January-2015,11093.03,11214.33,11092.77,11201.75,
21-January-2015,11224.29,11263.72,11188.01,11225.88,
22-January-2015,11250.56,11295.18,11226.22,11270.57,
23-January-2015,11336.40,11388.82,11296.22,11343.20,
27-January-2015,11394.87,11453.96,11347.21,11439.15,
28-January-2015,11442.99,11537.24,11408.67,11455.35,
29-January-2015,11446.24,11490.39,11402.21,11474.52,
30-January-2015,11529.97,11544.40,11302.01,11346.24,
2-February-2015,11348.93,11393.54,11306.88,11353.84,
3-February-2015,11393.78,11408.70,11278.73,11299.26,
4-February-2015,11343.55,11345.88,11231.80,11252.23,
5-February-2015,11264.62,11363.53,11170.04,11203.24,
6-February-2015,11217.70,11229.12,11108.03,11128.09,
9-February-2015,11083.38,11083.38,10947.55,10962.32,
10-February-2015,10936.22,11119.52,10899.34,11019.09,
11-February-2015,11053.28,11146.80,11051.78,11132.06,
12-February-2015,11177.33,11260.90,11130.78,11250.45,
13-February-2015,11287.75,11371.91,11278.53,11354.29,
16-February-2015,11387.88,11436.61,11333.11,11352.63,
18-February-2015,11361.60,11454.09,11360.74,11431.21,
19-February-2015,11470.78,11487.25,11340.38,11456.73,
20-February-2015,11465.20,11471.70,11379.78,11404.63,
23-February-2015,11439.54,11455.36,11280.59,11304.08,
24-February-2015,11320.12,11345.37,11264.08,11306.81,
25-February-2015,11346.70,11399.44,11287.00,11302.41,
26-February-2015,11316.33,11322.23,11183.30,11206.23,
27-February-2015,11245.33,11416.59,11245.23,11405.29,
28-February-2015,11469.49,11506.04,11276.18,11454.35,
2-March-2015,11511.99,11557.50,11451.92,11547.97,
3-March-2015,11567.55,11634.45,11535.23,11622.12,
4-March-2015,11729.32,11764.80,11502.88,11526.28,
5-March-2015,11547.93,11589.75,11465.87,11567.69,
